Column1,club_name,player_name,age,position,club_involved_name,fee,transfer_movement,transfer_period,fee_cleaned,league_name,year,season,country,short_name,Name,Team,Nationality,Position.1,Overall,Potential,Value,Wage,preferred_foot,Work Rate,Body Type,Crossing,Finishing,Heading accuracy,Short passing,Volleys,Dribbling,Curve,Fk accuracy,Long passing,Ball control,Acceleration,Sprint speed,Agility,Reactions,Balance,Shot power,Jumping,Stamina,Strength,Long shots,Aggression,Interceptions,Positioning,Vision,Penalties,Defensive awareness,Standing tackle,Sliding tackle,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes
500,Inter Milan,Cristiano Biraghi,23,Left-Back,Pescara,€5.00m,out,Summer,5,Serie A,2016,2016/2017,Italy,C. Biraghi,C. Biraghi,Granada CF,Italy,"LB, LM",73,79,3400000,30000,Left,Medium/Medium,Normal (170-185),67,40,63,66,48,63,65,50,62,66,77,79,73,71,71,81,69,78,71,67,74,77,56,52,48,78,76,75,12,6,14,10,7
501,Delfino Pescara 1936,Cristiano Biraghi,23,Left-Back,Inter,€5.00m,in,Summer,5,Serie A,2016,2016/2017,Italy,C. Biraghi,C. Biraghi,Granada CF,Italy,"LB, LM",73,79,3400000,30000,Left,Medium/Medium,Normal (170-185),67,40,63,66,48,63,65,50,62,66,77,79,73,71,71,81,69,78,71,67,74,77,56,52,48,78,76,75,12,6,14,10,7
508,Cagliari Calcio,Simone Padoin,32,Central Midfield,Juventus,€590Th.,in,Summer,0.59,Serie A,2016,2016/2017,Italy,S. Padoin,S. Padoin,Juventus,Italy,"LB, RM, CM",75,75,2600000,50000,Right,Medium/Medium,Normal (170-185),76,50,60,77,63,76,76,68,75,75,77,69,75,76,75,75,69,69,65,73,72,75,73,74,72,76,77,78,5,4,5,5,4
509,Juventus FC,Simone Padoin,32,Central Midfield,Cagliari Calcio,€590Th.,out,Summer,0.59,Serie A,2016,2016/2017,Italy,S. Padoin,S. Padoin,Juventus,Italy,"LB, RM, CM",75,75,2600000,50000,Right,Medium/Medium,Normal (170-185),76,50,60,77,63,76,76,68,75,75,77,69,75,76,75,75,69,69,65,73,72,75,73,74,72,76,77,78,5,4,5,5,4
511,UC Sampdoria,Alfred Duncan,23,Central Midfield,Sassuolo,€6.00m,out,Summer,6,Serie A,2016,2016/2017,Italy,A. Duncan,A. Duncan,U.S. Sassuolo Calcio,Ghana,CM,70,78,2000000,20000,Left,Medium/Medium,Normal (170-185),74,45,63,75,46,71,69,50,71,75,72,74,73,67,70,73,78,72,73,70,80,65,61,64,44,56,71,67,9,8,8,6,8
512,US Sassuolo,Alfred Duncan,23,Central Midfield,Sampdoria,€6.00m,in,Summer,6,Serie A,2016,2016/2017,Italy,A. Duncan,A. Duncan,U.S. Sassuolo Calcio,Ghana,CM,70,78,2000000,20000,Left,Medium/Medium,Normal (170-185),74,45,63,75,46,71,69,50,71,75,72,74,73,67,70,73,78,72,73,70,80,65,61,64,44,56,71,67,9,8,8,6,8
516,Inter Milan,Rey Manaj,19,Centre-Forward,Cremonese,€500Th.,in,Summer,0.5,Serie A,2016,2016/2017,Italy,R. Manaj,R. Manaj,Inter,Albania,ST,61,77,450000,4000,Right,Medium/Medium,Normal (170-185),41,63,67,54,43,64,47,57,42,66,69,67,50,56,61,58,66,53,58,59,43,12,58,49,72,20,14,21,7,10,8,8,14
521,UC Sampdoria,Fabio Quagliarella,33,Centre-Forward,Torino,€2.75m,in,Summer,2.75,Serie A,2016,2016/2017,Italy,F. Quagliarella,F. Quagliarella,Torino F.C.,Italy,ST,79,79,8500000,60000,Right,Medium/Medium,Normal (170-185),66,83,60,71,85,75,81,78,71,81,77,69,79,78,75,89,69,69,78,89,44,26,83,71,81,15,21,15,6,7,5,4,4
522,Torino FC,Fabio Quagliarella,33,Centre-Forward,Sampdoria,€2.75m,out,Summer,2.75,Serie A,2016,2016/2017,Italy,F. Quagliarella,F. Quagliarella,Torino F.C.,Italy,ST,79,79,8500000,60000,Right,Medium/Medium,Normal (170-185),66,83,60,71,85,75,81,78,71,81,77,69,79,78,75,89,69,69,78,89,44,26,83,71,81,15,21,15,6,7,5,4,4
530,Genoa CFC,Santiago Gentiletti,31,Centre-Back,Lazio,€500Th.,in,Summer,0.5,Serie A,2016,2016/2017,Italy,S. Gentiletti,S. Gentiletti,Lazio,Argentina,CB,77,77,5000000,60000,Left,Medium/Medium,Normal (170-185),49,13,76,63,30,60,61,63,67,65,69,69,61,76,62,78,78,62,79,48,80,79,29,52,43,80,80,78,14,9,12,6,14
531,SS Lazio,Santiago Gentiletti,31,Centre-Back,Genoa,€500Th.,out,Summer,0.5,Serie A,2016,2016/2017,Italy,S. Gentiletti,S. Gentiletti,Lazio,Argentina,CB,77,77,5000000,60000,Left,Medium/Medium,Normal (170-185),49,13,76,63,30,60,61,63,67,65,69,69,61,76,62,78,78,62,79,48,80,79,29,52,43,80,80,78,14,9,12,6,14
12,Villarreal CF,Andrés Fernández,30,Goalkeeper,FC Porto,€2.00m,in,Summer,2,Primera Division,2017,2017/2018,Spain,A. Fernandez,A. Fernández,Atlético de Madrid,Argentina,"CM, CDM",81,81,15000000,60000,Right,Medium/Medium,Normal (170-185),70,69,59,82,57,78,65,61,81,82,67,71,75,85,75,74,59,79,73,73,80,77,78,82,62,57,76,64,9,13,6,16,9
30,Real Madrid,Dani Ceballos,20,Central Midfield,Real Betis,€16.50m,in,Summer,16.5,Primera Division,2017,2017/2018,Spain,D. Ceballos,Dani Ceballos,Real Betis Balompié,Spain,"CAM, CM, LM, RM",77,85,9500000,15000,Right,Medium/Medium,Normal (170-185),70,63,37,79,57,84,67,61,68,81,69,66,72,74,73,48,55,58,49,58,76,54,73,80,55,40,57,55,12,15,16,7,13
31,Real Betis Balompié,Dani Ceballos,20,Central Midfield,Real Madrid,€16.50m,out,Summer,16.5,Primera Division,2017,2017/2018,Spain,D. Ceballos,Dani Ceballos,Real Betis Balompié,Spain,"CAM, CM, LM, RM",77,85,9500000,15000,Right,Medium/Medium,Normal (170-185),70,63,37,79,57,84,67,61,68,81,69,66,72,74,73,48,55,58,49,58,76,54,73,80,55,40,57,55,12,15,16,7,13
49,Villarreal CF,Pablo Fornals,21,Attacking Midfield,Málaga CF,€12.00m,in,Summer,12,Primera Division,2017,2017/2018,Spain,P. Fornals,Pablo Fornals,Málaga CF,Spain,"CM, LM, RM",76,84,7500000,20000,Right,Medium/Medium,Normal (170-185),69,63,40,81,54,67,58,36,78,75,64,60,68,76,70,51,56,66,58,68,68,68,74,78,46,59,73,68,9,11,12,7,15
50,Málaga CF,Pablo Fornals,21,Attacking Midfield,Villarreal,€12.00m,out,Summer,12,Primera Division,2017,2017/2018,Spain,P. Fornals,Pablo Fornals,Málaga CF,Spain,"CM, LM, RM",76,84,7500000,20000,Right,Medium/Medium,Normal (170-185),69,63,40,81,54,67,58,36,78,75,64,60,68,76,70,51,56,66,58,68,68,68,74,78,46,59,73,68,9,11,12,7,15
53,Villarreal CF,Jonathan dos Santos,27,Central Midfield,Los Angeles,€5.00m,out,Summer,5,Primera Division,2017,2017/2018,Spain,J. dos Santos,J. dos Santos,Villarreal CF,Mexico,"RM, CM, CDM",80,81,16000000,40000,Right,Medium/Medium,Normal (170-185),83,62,57,84,73,81,80,76,78,85,72,71,75,79,81,72,69,77,65,74,59,65,80,83,59,54,63,55,15,15,7,10,12
59,RCD Espanyol Barcelona,Rubén Duarte,21,Left-Back,Alavés,€400Th.,out,Summer,0.4,Primera Division,2017,2017/2018,Spain,R. Duarte,Rubén Duarte,RCD Espanyol de Barcelona,Spain,LB,72,79,2500000,15000,Left,Medium/Medium,Normal (170-185),75,28,69,74,25,57,57,60,55,71,65,69,59,63,65,48,59,70,60,30,66,67,43,31,40,74,73,77,10,12,14,11,9
60,Deportivo Alavés,Rubén Duarte,21,Left-Back,Espanyol,€400Th.,in,Summer,0.4,Primera Division,2017,2017/2018,Spain,R. Duarte,Rubén Duarte,RCD Espanyol de Barcelona,Spain,LB,72,79,2500000,15000,Left,Medium/Medium,Normal (170-185),75,28,69,74,25,57,57,60,55,71,65,69,59,63,65,48,59,70,60,30,66,67,43,31,40,74,73,77,10,12,14,11,9
93,Deportivo de La Coruña,Juanfran Moreno,28,Right-Back,Watford,€1.00m,in,Summer,1,Primera Division,2017,2017/2018,Spain,J. Moreno,Juan Moreno,Atlético de Madrid,Spain,RM,62,71,375000,5000,Right,Medium/Medium,Normal (170-185),67,51,47,66,37,68,53,55,59,62,62,68,72,55,79,46,56,41,36,53,46,43,54,56,50,31,43,42,5,12,11,15,9
94,Watford FC,Juanfran Moreno,28,Right-Back,Dep. La Coruña,€1.00m,out,Summer,1,Premier League,2017,2017/2018,England,J. Moreno,Juan Moreno,Atlético de Madrid,Spain,RM,62,71,375000,5000,Right,Medium/Medium,Normal (170-185),67,51,47,66,37,68,53,55,59,62,62,68,72,55,79,46,56,41,36,53,46,43,54,56,50,31,43,42,5,12,11,15,9
98,Levante UD,Cheick Doukouré,24,Defensive Midfield,FC Metz,€1.60m,in,Summer,1.6,Primera Division,2017,2017/2018,Spain,C. Doukoure,C. Doukouré,FC Metz,Côte d'Ivoire,"CDM, CM",69,76,1200000,9000,Right,Medium/Medium,Normal (170-185),52,52,61,72,52,63,42,44,60,70,64,62,59,63,64,60,53,78,71,62,66,65,51,60,42,67,71,68,15,15,15,10,11
99,FC Metz,Cheick Doukouré,24,Defensive Midfield,Levante,€1.60m,out,Summer,1.6,Ligue 1,2017,2017/2018,France,C. Doukoure,C. Doukouré,FC Metz,Côte d'Ivoire,"CDM, CM",69,76,1200000,9000,Right,Medium/Medium,Normal (170-185),52,52,61,72,52,63,42,44,60,70,64,62,59,63,64,60,53,78,71,62,66,65,51,60,42,67,71,68,15,15,15,10,11
102,Getafe CF,Mathías Olivera,19,Left-Back,Nacional,€850Th.,in,Summer,0.85,Primera Division,2017,2017/2018,Spain,M. Olivera,M. Olivera,Fiorentina,Uruguay,"LB, LM",70,77,1600000,30000,Left,Medium/Medium,Normal (170-185),70,53,55,60,38,70,65,71,53,70,70,72,65,63,63,65,61,70,72,68,64,65,56,45,52,68,75,75,10,7,10,14,6
103,ACF Fiorentina,Maximiliano Olivera,25,Left-Back,Peñarol,€2.50m,in,Summer,2.5,Serie A,2017,2017/2018,Italy,M. Olivera,M. Olivera,Fiorentina,Uruguay,"LB, LM",70,77,1600000,30000,Left,Medium/Medium,Normal (170-185),70,53,55,60,38,70,65,71,53,70,70,72,65,63,63,65,61,70,72,68,64,65,56,45,52,68,75,75,10,7,10,14,6
106,Sevilla FC,Éver Banega,29,Central Midfield,Inter,€7.00m,in,Summer,7,Primera Division,2017,2017/2018,Spain,E. Banega,É. Banega,Inter,Argentina,CAM,84,84,28500000,110000,Right,Medium/Medium,Normal (170-185),80,67,45,88,65,81,83,81,85,85,73,69,84,84,86,74,59,69,67,77,77,70,79,88,67,57,75,61,13,8,7,7,10
107,Inter Milan,Éver Banega,29,Central Midfield,Sevilla FC,€7.00m,out,Summer,7,Serie A,2017,2017/2018,Italy,E. Banega,É. Banega,Inter,Argentina,CAM,84,84,28500000,110000,Right,Medium/Medium,Normal (170-185),80,67,45,88,65,81,83,81,85,85,73,69,84,84,86,74,59,69,67,77,77,70,79,88,67,57,75,61,13,8,7,7,10
110,Sevilla FC,Yevgen Konoplyanka,27,Left Winger,FC Schalke 04,€12.50m,out,Summer,12.5,Primera Division,2017,2017/2018,Spain,Y. Konoplyanka,Y. Konoplyanka,FC Schalke 04,Ukraine,LM,83,84,26500000,40000,Right,Medium/Medium,Normal (170-185),79,80,49,82,67,86,83,80,81,85,93,88,81,76,78,77,66,66,58,84,48,37,75,79,75,21,38,31,5,11,15,9,9
111,FC Schalke 04,Yevgen Konoplyanka,27,Left Winger,Sevilla FC,€12.50m,in,Summer,12.5,1 Bundesliga,2017,2017/2018,Germany,Y. Konoplyanka,Y. Konoplyanka,FC Schalke 04,Ukraine,LM,83,84,26500000,40000,Right,Medium/Medium,Normal (170-185),79,80,49,82,67,86,83,80,81,85,93,88,81,76,78,77,66,66,58,84,48,37,75,79,75,21,38,31,5,11,15,9,9
115,Sevilla FC,Mariano,31,Right-Back,Galatasaray,€4.50m,out,Summer,4.5,Primera Division,2017,2017/2018,Spain,Mariano,Mariano,Real Madrid CF,Dominican Republic,ST,71,80,2600000,70000,Right,Medium/Medium,Normal (170-185),45,70,69,57,66,63,77,72,32,64,78,77,80,64,72,81,91,67,71,73,60,21,71,58,68,30,31,28,12,14,6,8,15
116,Sevilla FC,Sebastián Cristóforo,23,Central Midfield,Fiorentina,€2.50m,out,Summer,2.5,Primera Division,2017,2017/2018,Spain,S. Cristoforo,S. Cristóforo,Fiorentina,Uruguay,CDM,78,85,10500000,50000,Right,Medium/Medium,Normal (170-185),51,36,57,76,36,58,59,35,77,69,72,62,75,73,85,71,72,77,66,68,81,84,59,66,59,71,86,82,9,14,12,14,15
117,ACF Fiorentina,Sebastián Cristóforo,23,Central Midfield,Sevilla FC,€2.50m,in,Summer,2.5,Serie A,2017,2017/2018,Italy,S. Cristoforo,S. Cristóforo,Fiorentina,Uruguay,CDM,78,85,10500000,50000,Right,Medium/Medium,Normal (170-185),51,36,57,76,36,58,59,35,77,69,72,62,75,73,85,71,72,77,66,68,81,84,59,66,59,71,86,82,9,14,12,14,15
129,Celta de Vigo,Maxi Gómez,20,Centre-Forward,Defensor,€4.30m,in,Summer,4.3,Primera Division,2017,2017/2018,Spain,M. Gomez,Moi Gómez,Real Sporting de Gijón,Spain,"RM, LM",74,79,4500000,20000,Right,Medium/Medium,Normal (170-185),75,68,54,79,62,77,80,64,72,76,73,69,76,68,79,68,75,65,62,69,52,51,69,71,63,35,47,34,12,7,16,7,7
135,Real Betis Balompié,Sergio León,28,Centre-Forward,CA Osasuna,€3.50m,in,Summer,3.5,Primera Division,2017,2017/2018,Spain,S. Leon,Sergio León,CA Osasuna,Spain,"ST, CF",76,77,6000000,30000,Right,Medium/Medium,Normal (170-185),35,80,69,67,78,70,69,64,34,75,77,75,82,74,75,75,80,75,64,73,69,30,79,56,81,22,27,17,9,8,9,11,12
188,FC Girondins Bordeaux,Frédéric Guilbert,22,Right-Back,SM Caen,€1.50m,out,Summer,1.5,Ligue 1,2017,2017/2018,France,F. Guilbert,F. Guilbert,FC Girondins de Bordeaux,France,"CB, RB",72,81,2900000,20000,Right,Medium/Medium,Normal (170-185),68,39,71,67,32,63,46,42,57,63,65,68,61,65,74,63,73,71,72,42,59,73,55,56,44,73,75,72,8,14,16,13,7
189,SM Caen,Frédéric Guilbert,22,Right-Back,G. Bordeaux,€1.50m,in,Summer,1.5,Ligue 1,2017,2017/2018,France,F. Guilbert,F. Guilbert,FC Girondins de Bordeaux,France,"CB, RB",72,81,2900000,20000,Right,Medium/Medium,Normal (170-185),68,39,71,67,32,63,46,42,57,63,65,68,61,65,74,63,73,71,72,42,59,73,55,56,44,73,75,72,8,14,16,13,7
200,Olympique Lyon,Maciej Rybus,27,Left-Back,Loko Moscow,€1.75m,out,Summer,1.75,Ligue 1,2017,2017/2018,France,M. Rybus,M. Rybus,Olympique Lyonnais,Poland,"LB, LM",74,75,3200000,30000,Left,Medium/Medium,Normal (170-185),77,76,35,73,65,76,77,78,64,77,89,83,77,71,82,75,72,65,58,71,68,73,70,77,62,71,72,74,14,6,13,16,12
210,FC Metz,Ismaïla Sarr,19,Right Winger,Stade Rennais,€17.00m,out,Summer,17,Ligue 1,2017,2017/2018,France,I. Sarr,I. Sarr,FC Metz,Senegal,RW,60,77,375000,2000,Right,Medium/Medium,Normal (170-185),47,58,41,50,54,64,52,47,44,62,83,82,78,48,74,68,45,46,57,54,38,24,50,52,58,24,25,36,14,13,7,6,9
211,Stade Rennais FC,Ismaïla Sarr,19,Right Winger,FC Metz,€17.00m,in,Summer,17,Ligue 1,2017,2017/2018,France,I. Sarr,I. Sarr,FC Metz,Senegal,RW,60,77,375000,2000,Right,Medium/Medium,Normal (170-185),47,58,41,50,54,64,52,47,44,62,83,82,78,48,74,68,45,46,57,54,38,24,50,52,58,24,25,36,14,13,7,6,9
230,AS Saint-Étienne,Gabriel Silva,26,Left-Back,Udinese Calcio,€2.50m,in,Summer,2.5,Ligue 1,2017,2017/2018,France,G. Silva,Gabriel Silva,Granada CF,Brazil,"LM, LB",73,76,3500000,20000,Left,Medium/Medium,Normal (170-185),76,68,56,72,53,70,73,58,73,73,73,76,78,70,74,75,73,77,65,59,67,69,68,69,57,66,68,74,15,6,10,5,7
232,Torino FC,Gastón Silva,23,Left-Back,Independiente,€1.40m,out,Summer,1.4,Serie A,2017,2017/2018,Italy,G. Silva,Gabriel Silva,Granada CF,Brazil,"LM, LB",73,76,3500000,20000,Left,Medium/Medium,Normal (170-185),76,68,56,72,53,70,73,58,73,73,73,76,78,70,74,75,73,77,65,59,67,69,68,69,57,66,68,74,15,6,10,5,7
234,Udinese Calcio,Gabriel Silva,26,Left-Back,Saint-Étienne,€2.50m,out,Summer,2.5,Serie A,2017,2017/2018,Italy,G. Silva,Gabriel Silva,Granada CF,Brazil,"LM, LB",73,76,3500000,20000,Left,Medium/Medium,Normal (170-185),76,68,56,72,53,70,73,58,73,73,73,76,78,70,74,75,73,77,65,59,67,69,68,69,57,66,68,74,15,6,10,5,7
237,FC Girondins Bordeaux,Mauro Arambarri,21,Central Midfield,Boston River,€1.00m,out,Summer,1,Ligue 1,2017,2017/2018,France,M. Arambarri,M. Arambarri,FC Girondins de Bordeaux,Uruguay,"CDM, CM",63,71,425000,5000,Right,Medium/Medium,Normal (170-185),59,44,60,69,43,60,50,43,65,61,59,62,61,55,72,56,60,50,63,49,70,60,44,59,50,62,64,65,7,13,13,15,7
265,Angers SCO,Lassana Coulibaly,21,Central Midfield,SC Bastia,€2.00m,in,Summer,2,Ligue 1,2017,2017/2018,France,L. Coulibaly,L. Coulibaly,SC Bastia,Mali,"CM, CDM",65,78,1000000,6000,Right,Medium/Medium,Normal (170-185),42,58,64,70,44,63,52,42,65,67,74,78,76,61,77,61,65,68,62,53,64,58,52,62,49,53,61,50,9,12,14,8,6
270,LOSC Lille,Naïm Sliti,24,Left Winger,Red Star FC,€2.00m,in,Summer,2,Ligue 1,2017,2017/2018,France,N. Sliti,N. Sliti,LOSC Lille,Tunisia,LM,71,77,2200000,20000,Right,Medium/Medium,Normal (170-185),60,66,49,70,70,75,64,66,68,74,75,77,80,63,79,67,64,81,69,62,59,32,67,67,70,42,34,27,8,15,15,11,12
289,Bayern Munich,Serge Gnabry,21,Right Winger,Werder Bremen,€8.00m,in,Summer,8,1 Bundesliga,2017,2017/2018,Germany,S. Gnabry,S. Gnabry,SV Werder Bremen,Germany,RM,73,85,5000000,20000,Right,Medium/Medium,Normal (170-185),68,63,47,73,45,76,54,38,62,74,87,84,78,69,80,65,64,62,63,64,58,37,66,67,66,43,46,45,14,10,10,9,7
290,SV Werder Bremen,Serge Gnabry,21,Right Winger,Bayern Munich,€8.00m,out,Summer,8,1 Bundesliga,2017,2017/2018,Germany,S. Gnabry,S. Gnabry,SV Werder Bremen,Germany,RM,73,85,5000000,20000,Right,Medium/Medium,Normal (170-185),68,63,47,73,45,76,54,38,62,74,87,84,78,69,80,65,64,62,63,64,58,37,66,67,66,43,46,45,14,10,10,9,7
291,Borussia Dortmund,Maximilian Philipp,23,Second Striker,SC Freiburg,€20.00m,in,Summer,20,1 Bundesliga,2017,2017/2018,Germany,M. Philipp,M. Philipp,Sport-Club Freiburg,Germany,"CF, ST, LM",74,79,4600000,20000,Right,Medium/Medium,Normal (170-185),64,65,51,73,63,78,66,58,62,77,84,83,79,72,75,71,59,68,65,62,55,39,75,74,57,23,27,25,8,12,10,10,9
292,SC Freiburg,Maximilian Philipp,23,Second Striker,Bor. Dortmund,€20.00m,out,Summer,20,1 Bundesliga,2017,2017/2018,Germany,M. Philipp,M. Philipp,Sport-Club Freiburg,Germany,"CF, ST, LM",74,79,4600000,20000,Right,Medium/Medium,Normal (170-185),64,65,51,73,63,78,66,58,62,77,84,83,79,72,75,71,59,68,65,62,55,39,75,74,57,23,27,25,8,12,10,10,9
293,Borussia Dortmund,Jeremy Toljan,23,Right-Back,TSG Hoffenheim,€7.00m,in,Summer,7,1 Bundesliga,2017,2017/2018,Germany,J. Toljan,J. Toljan,TSG Hoffenheim,Germany,"LB, LWB, LM",73,79,3400000,30000,Right,Medium/Medium,Normal (170-185),70,34,62,72,37,68,39,32,60,70,77,79,69,70,70,39,84,69,74,33,62,72,56,48,39,74,73,72,10,13,10,11,12
294,TSG 1899 Hoffenheim,Jeremy Toljan,23,Right-Back,Bor. Dortmund,€7.00m,out,Summer,7,1 Bundesliga,2017,2017/2018,Germany,J. Toljan,J. Toljan,TSG Hoffenheim,Germany,"LB, LWB, LM",73,79,3400000,30000,Right,Medium/Medium,Normal (170-185),70,34,62,72,37,68,39,32,60,70,77,79,69,70,70,39,84,69,74,33,62,72,56,48,39,74,73,72,10,13,10,11,12
299,TSG 1899 Hoffenheim,Nico Schulz,24,Left-Back,Bor. M'gladbach,€3.00m,in,Summer,3,1 Bundesliga,2017,2017/2018,Germany,N. Schulz,N. Schulz,Borussia Mönchengladbach,Germany,"LM, LB",73,79,3900000,30000,Left,Medium/Medium,Normal (170-185),67,46,55,73,49,75,59,42,63,74,88,86,74,72,72,63,60,77,72,38,67,68,66,65,56,67,74,72,13,9,15,7,14
300,Borussia Mönchengladbach,Nico Schulz,24,Left-Back,TSG Hoffenheim,€3.00m,out,Summer,3,1 Bundesliga,2017,2017/2018,Germany,N. Schulz,N. Schulz,Borussia Mönchengladbach,Germany,"LM, LB",73,79,3900000,30000,Left,Medium/Medium,Normal (170-185),67,46,55,73,49,75,59,42,63,74,88,86,74,72,72,63,60,77,72,38,67,68,66,65,56,67,74,72,13,9,15,7,14
301,TSG 1899 Hoffenheim,Marco Terrazzino,26,Attacking Midfield,SC Freiburg,€2.50m,out,Summer,2.5,1 Bundesliga,2017,2017/2018,Germany,M. Terrazzino,M. Terrazzino,TSG Hoffenheim,Germany,"LM, CAM",71,74,2000000,30000,Right,Medium/Medium,Normal (170-185),69,62,51,72,70,73,70,64,62,72,77,74,81,67,80,66,60,65,59,66,58,43,67,68,59,22,32,28,10,14,8,12,14
302,SC Freiburg,Marco Terrazzino,26,Attacking Midfield,TSG Hoffenheim,€2.50m,in,Summer,2.5,1 Bundesliga,2017,2017/2018,Germany,M. Terrazzino,M. Terrazzino,TSG Hoffenheim,Germany,"LM, CAM",71,74,2000000,30000,Right,Medium/Medium,Normal (170-185),69,62,51,72,70,73,70,64,62,72,77,74,81,67,80,66,60,65,59,66,58,43,67,68,59,22,32,28,10,14,8,12,14
306,SC Freiburg,Vincenzo Grifo,24,Left Winger,Bor. M'gladbach,€6.00m,out,Summer,6,1 Bundesliga,2017,2017/2018,Germany,V. Grifo,V. Grifo,Sport-Club Freiburg,Italy,LM,75,79,5500000,20000,Right,Medium/Medium,Normal (170-185),76,69,47,72,69,80,84,86,60,79,78,74,83,72,79,80,52,72,64,75,52,45,73,70,61,23,31,30,10,12,8,8,14
307,Borussia Mönchengladbach,Vincenzo Grifo,24,Left Winger,SC Freiburg,€6.00m,in,Summer,6,1 Bundesliga,2017,2017/2018,Germany,V. Grifo,V. Grifo,Sport-Club Freiburg,Italy,LM,75,79,5500000,20000,Right,Medium/Medium,Normal (170-185),76,69,47,72,69,80,84,86,60,79,78,74,83,72,79,80,52,72,64,75,52,45,73,70,61,23,31,30,10,12,8,8,14
319,FC Augsburg,Paul Verhaegh,33,Right-Back,VfL Wolfsburg,€1.50m,out,Summer,1.5,1 Bundesliga,2017,2017/2018,Germany,P. Verhaegh,P. Verhaegh,FC Augsburg,Netherlands,RB,78,78,4800000,30000,Right,Medium/Medium,Normal (170-185),78,42,63,75,33,72,62,49,68,71,73,74,71,75,73,66,78,78,70,52,69,81,51,60,86,79,78,81,7,10,14,9,12
320,VfL Wolfsburg,Paul Verhaegh,33,Right-Back,FC Augsburg,€1.50m,in,Summer,1.5,1 Bundesliga,2017,2017/2018,Germany,P. Verhaegh,P. Verhaegh,FC Augsburg,Netherlands,RB,78,78,4800000,30000,Right,Medium/Medium,Normal (170-185),78,42,63,75,33,72,62,49,68,71,73,74,71,75,73,66,78,78,70,52,69,81,51,60,86,79,78,81,7,10,14,9,12
328,Borussia Dortmund,Mahmoud Dahoud,21,Central Midfield,Bor. M'gladbach,€12.00m,in,Summer,12,1 Bundesliga,2017,2017/2018,Germany,M. Dahoud,M. Dahoud,Borussia Mönchengladbach,Germany,CM,79,88,15500000,40000,Right,Medium/Medium,Normal (170-185),66,58,42,82,49,82,58,48,77,83,78,65,84,78,77,72,70,89,58,75,68,65,65,80,55,63,65,61,14,7,9,12,11
329,Borussia Mönchengladbach,Mahmoud Dahoud,21,Central Midfield,Bor. Dortmund,€12.00m,out,Summer,12,1 Bundesliga,2017,2017/2018,Germany,M. Dahoud,M. Dahoud,Borussia Mönchengladbach,Germany,CM,79,88,15500000,40000,Right,Medium/Medium,Normal (170-185),66,58,42,82,49,82,58,48,77,83,78,65,84,78,77,72,70,89,58,75,68,65,65,80,55,63,65,61,14,7,9,12,11
352,FC Augsburg,Albian Ajeti,20,Centre-Forward,FC St. Gallen,€1.00m,out,Summer,1,1 Bundesliga,2017,2017/2018,Germany,A. Ajeti,A. Ajeti,Torino F.C.,Albania,CB,68,76,1100000,20000,Right,Medium/Medium,Normal (170-185),50,21,68,58,40,42,43,41,57,59,67,77,63,61,52,52,78,65,78,34,64,64,31,46,45,69,68,65,11,10,8,11,12
415,Southampton FC,Mario Lemina,23,Defensive Midfield,Juventus,€17.25m,in,Summer,17.25,Premier League,2017,2017/2018,England,M. Lemina,M. Lemina,Juventus,Gabon,"CM, CDM",77,83,9500000,80000,Right,Medium/Medium,Normal (170-185),72,55,56,81,68,78,68,68,77,81,79,79,79,74,79,78,55,79,79,78,78,70,72,76,68,60,66,66,12,9,15,8,16
416,Juventus FC,Mario Lemina,23,Defensive Midfield,Southampton,€17.25m,out,Summer,17.25,Serie A,2017,2017/2018,Italy,M. Lemina,M. Lemina,Juventus,Gabon,"CM, CDM",77,83,9500000,80000,Right,Medium/Medium,Normal (170-185),72,55,56,81,68,78,68,68,77,81,79,79,79,74,79,78,55,79,79,78,78,70,72,76,68,60,66,66,12,9,15,8,16
429,Stoke City,Phil Bardsley,32,Right-Back,Burnley,€840Th.,out,Summer,0.84,Premier League,2017,2017/2018,England,P. Bardsley,P. Bardsley,Stoke City,Scotland,"RB, LB",73,73,1800000,50000,Right,Medium/Medium,Normal (170-185),65,47,67,68,43,61,66,33,59,67,67,67,68,74,62,83,75,78,74,66,85,67,56,25,56,74,76,79,11,8,9,9,8
430,Burnley FC,Phil Bardsley,32,Right-Back,Stoke City,€840Th.,in,Summer,0.84,Premier League,2017,2017/2018,England,P. Bardsley,P. Bardsley,Stoke City,Scotland,"RB, LB",73,73,1800000,50000,Right,Medium/Medium,Normal (170-185),65,47,67,68,43,61,66,33,59,67,67,67,68,74,62,83,75,78,74,66,85,67,56,25,56,74,76,79,11,8,9,9,8
441,Chelsea FC,Danny Drinkwater,27,Central Midfield,Leicester,€37.90m,in,Summer,37.9,Premier League,2017,2017/2018,England,D. Drinkwater,D. Drinkwater,Leicester City,England,CM,80,83,17000000,80000,Right,Medium/Medium,Normal (170-185),64,61,61,82,61,73,70,65,84,80,68,68,69,79,78,76,56,80,74,73,72,76,74,78,53,70,78,75,12,6,8,9,12
